全国地方公共団体コード,ID,名称,名称_カナ,名称_英字,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,標高,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,市区町村コード,地方公共団体名,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収容人数,対象となる町会・自治会,URL,画像,画像_ライセンス,備考
170003,CC0000000428,金沢市立内川小学校,カナザワシリツウチカワショウガッコウ,kanazawashiritsuchikawashogakko,172014,,金沢市別所町井18番地,石川県,金沢市,別所町井,18番地,,36.504468,136.676,219.4,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000429,金沢市立内川中学校,カナザワシリツウチカワチュウガッコウ,kanazawashiritsuchikawachugakko,172014,,金沢市別所町井18番地,石川県,金沢市,別所町井,18番地,,36.504322,136.6760192,219.4,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000430,北陸学院小学校,ホクリクガクインショウガッコウ,hokurikugakuinshogakko,172014,,金沢市三小牛町イ11番地,石川県,金沢市,三小牛町イ,11番地,,36.5180448,136.67196,168.5,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000431,北陸学院大学,ホクリクガクインダイガク,hokurikugakuindaigaku,172014,,金沢市三小牛町イ11番地,石川県,金沢市,三小牛町イ,11番地,,36.51775163,136.6704311,180.2,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000432,金沢市内川スポーツ広場,カナザワシウチカワスポーツヒロバ,kanazawashiuchikawasupotsuhiroba,172014,,金沢市山川町１の１番地,石川県,金沢市,山川町,1の1番地,,36.51136924,136.686505,69,,172014,石川県,金沢市,,,,,,,,1,1,,,,,,,,,,
170003,CC0000000433,金沢市内川公民館,カナザワシウチカワコウミンカン,kanazawashiuchikawakominkan,172014,,金沢市三小牛町20の１番地10,石川県,金沢市,三小牛町,20の1番地10,,36.50980493,136.6749714,185.5,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000434,駒帰資料保管所（旧駒帰小学校）,コマガエリシリョウホカンジョ（キュウコマガエリショウガッコウ）,komagaerishiryohokanjo（kyukomagaerishogakko）,172014,,金沢市駒帰町ヌ40番地１,石川県,金沢市,駒帰町ヌ,40番地1,,36.48327982,136.7279256,171.2,,172014,石川県,金沢市,,,,,1,,,,1,,,,1,,,,,,
170003,CC0000000435,金沢市立犀川小学校,カナザワシリウサイガワショウガッコウ,kanazawashiriusaigawashogakko,172014,,金沢市末町２の148番地,石川県,金沢市,末町,2の148番地,,36.51148505,136.6980626,120.8,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000436,金沢学院大学附属高等学校,ホクリクガクインダイガクフゾクコウトウガッコウ,hokurikugakuindaigakufuzokukotogakko,172014,,金沢市末町10,石川県,金沢市,末町,10,,36.51412383,136.6952724,117.8,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000437,石川県立金沢辰巳丘高等学校,イシカワケンリツカナザワタツミガオカコウトウガッコウ,ishikawakenritsukanazawatatsumigaokakotogakko,172014,,金沢市末町ニ18番地,石川県,金沢市,末町ニ,18番地,,36.52031251,136.6913658,157.4,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000438,金沢市立犀生中学校,カナザワシリツサイセイチュウガッコウ,kanazawashiritsusaiseichugakko,172014,,金沢市末町10の４番地,石川県,金沢市,末町,10の4番地,,36.514617,136.699816,140.7,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000439,金沢学院大学,カナザワガクインダイガク,kanazawagakuindaigaku,172014,,金沢市末町10,石川県,金沢市,末町,10,,36.51734926,136.6954533,174.8,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000440,金沢工業大学天池自然学苑体育館,カナザワコウギョウダイガクアマイケシゼンガクエンタイイクカン,kanazawakogyodaigakuamaikeshizengakuentaiikukan,172014,,金沢市天池町３番地,石川県,金沢市,天池町,3番地,,36.50380372,136.6940383,171.8,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000441,金沢市犀川公民館,カナザワシサイガワコウミンカン,kanazawashisaigawakominkan,172014,,金沢市末町６の67番地１,石川県,金沢市,末町,6の67番地1,,36.51690805,136.688191,108.4,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000442,犀清台児童公園,サイセイダイジドウコウエン,saiseidaijidokoen,172014,,金沢市末町13の52番地32,石川県,金沢市,末町,13の52番地32,,36.52286679,136.6846023,93.5,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,,,,,,,
170003,CC0000000443,金沢市立湯涌小学校,カナザワシリツユワクショウガッコウ,kanazawashiritsuyuwakushogakko,172014,,金沢市湯涌荒屋町23番地,石川県,金沢市,湯涌荒屋町,23番地,,36.4916648,136.7535371,142.3,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000444,金沢市立芝原中学校,カナザワシリツシバハラチュウガッコウ,kanazawashiritsushibaharachugakko,172014,,金沢市湯涌荒屋町23番地,石川県,金沢市,湯涌荒屋町,23番地,,36.491789,136.753448,142.3,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000445,金沢市立田上小学校,カナザワシリツタガミショウガッコウ,kanazawashiritsutagamishogakko,172014,,金沢市田上の里２丁目１番地,石川県,金沢市,田上の里2丁目,1番地,,36.54621952,136.6931889,52.2,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000446,金沢大学（角間キャンパス）,カナザワダイガク（カクマキャンパス）,kanazawadaigaku（kakumakyampasu）,172014,,金沢市角間町,石川県,金沢市,角間町,,,36.54709684,136.7073725,103.8,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000447,北陸大学,ホクリクダイガク,hokurikudaigaku,172014,,金沢市太陽が丘１丁目１番地,石川県,金沢市,太陽が丘１丁目,1番地,,36.52545366,136.7074872,115.8,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000448,金沢市田上公民館,カナザワシタガミコウミンカン,kanazawashitagamikominkan,172014,,金沢市田上の里２丁目３番地,石川県,金沢市,田上の里２丁目,３番地,,36.54544025,136.6920642,45.1,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000449,旭町なかよし公園,アサヒマチナカヨシコウエン,asahimachinakayoshikoen,172014,,金沢市旭町２丁目８番地,石川県,金沢市,旭町２丁目,８番地,,36.55581861,136.6813338,26.9,,172014,石川県,金沢市,,,,,,1,,1,1,,,,,,,,,,
170003,CC0000000450,旭町河畔公園,アサヒマチカハンコウエン,asahimachikahankoen,172014,,金沢市旭町１丁目52番地,石川県,金沢市,旭町１丁目,５２番地,,36.55076774,136.6879058,30.7,,172014,石川県,金沢市,,,,,,1,,1,1,,,,,,,,,,
170003,CC0000000451,旭町中央公園,アサヒマチチュウオウコウエン,asahimachichuokoen,172014,,金沢市旭町２丁目207番地,石川県,金沢市,旭町２丁目,２０７番地,,36.55357998,136.6840151,28.7,,172014,石川県,金沢市,,,,,,1,,1,1,,,,,,,,,,
170003,CC0000000452,医王の杜公園,イオウノモリコウエン,ionomorikoen,172014,,金沢市もりの里１丁目1000番地,石川県,金沢市,もりの里１丁目,１０００番地,,36.55230671,136.6876501,34.2,,172014,石川県,金沢市,,,,,,1,,1,1,,,,,,,,,,
170003,CC0000000453,若松せせらぎ公園,ワカマツセセラギコウエン,wakamatsuseseragikoen,172014,,金沢市若松町1000番地ほか,石川県,金沢市,若松町,１０００番地ほか,,36.55420706,136.6914594,37.9,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,,,,,,,
170003,CC0000000454,若松町第２児童公園,ワカマツマチダイニジドウコウエン,wakamatsumachidainijidokoen,172014,,金沢市若松町ツ168番地１,石川県,金沢市,若松町ツ,１６８番地１,,36.55799691,136.6941391,61.2,,172014,石川県,金沢市,,,,,,,,1,1,,,,,,,,,,
170003,CC0000000455,若松八幡さん公園,ワカマツヤハタサンコウエン,wakamatsuyahatasankoen,172014,,金沢市若松町３丁目1000番地,石川県,金沢市,若松町３丁目,１０００番地,,36.55737256,136.6890668,43.8,,172014,石川県,金沢市,,,,,,,,1,1,,,,,,,,,,
170003,CC0000000456,浅野川すずかけ公園,アサノガワスズカケコウエン,asanogawasuzukakekoen,172014,,金沢市もりの里２丁目1000番地,石川県,金沢市,もりの里２丁目,１０００番地,,36.555672,136.6849659,28.5,,172014,石川県,金沢市,,,,,,1,,1,1,,,,,,,,,,
170003,CC0000000457,太陽が丘ゆうひみ公園,タイヨウガオカユウヒミコウエン,taiyogaokayuhimikoen,172014,,金沢市太陽が丘２丁目266番地ほか,石川県,金沢市,太陽が丘２丁目,266番地ほか,,36.53386822,136.705545,114.7,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,,,,,,,
170003,CC0000000458,太陽が丘詩の木公園,タイヨウガオカシノキコウエン,taiyogaokashinokikoen,172014,,金沢市太陽が丘２丁目213番地,石川県,金沢市,太陽が丘２丁目,213番地,,36.5296754,136.705812,114.7,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,,,,,,,
170003,CC0000000459,中瀬栃の木公園,ナカセトチノキコウエン,nakasetochinokikoen,172014,,金沢市上若松町1000番地,石川県,金沢市,若松町,1000番地,,36.55049407,136.6915131,46.4,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,,,,,,,
170003,CC0000000460,田上さくらぶち公園,タガミサクラブチコウエン,tagamisakurabuchikoen,172014,,金沢市田上さくら１丁目100番地,石川県,金沢市,田上さくら1丁目,100番地,,36.54227427,136.6898825,38.9,,172014,石川県,金沢市,,,,,,1,,1,1,,,,,,,,,,
170003,CC0000000461,田上郷公園,タガミゴウコウエン,tagamigokoen,172014,,金沢市田上の里１丁目195番地,石川県,金沢市,田上の里1丁目,195番地,,36.54411066,136.6940164,47.6,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,,,,,,,
170003,CC0000000462,田上桜の道公園,タガミサクラノミチコウエン,tagamisakuranomichikoen,172014,,金沢市田上さくら３丁目111番地,石川県,金沢市,田上さくら3丁目,111番地,,36.54750183,136.6886028,34.8,,172014,石川県,金沢市,,,,,,1,,1,1,,,,,,,,,,
170003,CC0000000463,田上児童公園,タガミジドウコウエン,tagamijidokoen,172014,,金沢市田上新町234番地１ほか,石川県,金沢市,田上新町,234番地1ほか,,36.54336203,136.6998277,88.3,,172014,石川県,金沢市,,,,,,,,1,1,,,,,,,,,,
170003,CC0000000464,田上中央公園,タガミチュウオウコウエン,tagamichuokoen,172014,,金沢市田上１丁目６番地,石川県,金沢市,田上1丁目,6番地,,36.54327507,136.6964987,67.1,,172014,石川県,金沢市,,,,,,,,1,1,,,,,,,,,,
170003,CC0000000465,田上本町高嶋公園,タガミホンマチタカナリコウエン,tagamihommachitakanarikoen,172014,,金沢市田上本町３丁目52番地１,石川県,金沢市,田上本町3丁目,52番地1,,36.53777511,136.6965471,53.3,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,,,,,,,
170003,CC0000000466,田上本町朝霧公園,タガミホンマチアサキリコウエン,tagamihommachiasakirikoen,172014,,金沢市田上本町１番地１,石川県,金沢市,田上本町,1番地1,,36.53448302,136.693384,46,,172014,石川県,金沢市,,,,,,1,,1,1,,,,,,,,,,
170003,CC0000000467,田上本町馬場公園,タガミホンマチババコウエン,tagamihommachibabakoen,172014,,金沢市田上本町１丁目１番地,石川県,金沢市,田上本町1丁目,1番地,,36.53208279,136.6989168,54.9,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,,,,,,,
170003,CC0000000468,太陽が丘しいの木公園,タイヨウガオカシイノキコウエン,taiyogaokashiinokikoen,172014,,金沢市太陽ヶ丘土地区画整理事業地内７工区11街区,石川県,金沢市,太陽が丘土地画整理事業地内7工区11街区,,,36.53462662,136.7076216,120.3,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,,,,,,,
170003,CC0000000469,旧金沢市立東浅川小学校,キュウカナザワシリツヒガシアサカワショウガッコウ,kyukanazawashiritsuhigashiasakawashogakko,172014,,金沢市浅川町イ140番地１,石川県,金沢市,浅川町イ,140番地1,,36.518645,136.706788,66.9,,172014,石川県,金沢市,,,,,1,,,1,1,,,,1,,,,,,
170003,CC0000000470,金沢市東浅川公民館,カナザワシヒガシアサカワコウミンカン,kanazawashihigashiasakawakominkan,172014,,金沢市上中町ニ14番地,石川県,金沢市,上中町ニ,14番地,,36.5204318,136.7054949,62.7,,172014,石川県,金沢市,,,,,,1,,,1,,,,1,,,,,,
170003,CC0000000471,湖南学院,コナンガクイン,konangakuin,172014,,金沢市上中町ロ11番地1,石川県,金沢市,上中町ロ,11番地1,,36.51739,136.703246,113,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000472,俵交流芸術スタジオ,タワラコウリュウゲイジュツスタジオ,tawarakoryugeijutsusutajio,172014,,金沢市俵町ヘ乙22番地,石川県,金沢市,俵町へ乙,22番地,,36.53429257,136.72367,222.4,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000473,金沢市キゴ山ふれあい研修センター青少年交流棟,カナザワシキゴヤマフレアイケンシュウセンターセイショウネンコウリュウトウ,kanazawashikigoyamafureaikenshusentaseishonenkoryuto,172014,,金沢市小豆沢町ヲ４番地,石川県,金沢市,大豆沢町ヲ,4番地,,36.52375634,136.7459503,396.3,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000474,金沢市キゴ山ふれあい研修センターこども交流棟,カナザワシキゴヤマフレアイケンシュウセンターコドモコウリュウトウ,kanazawashikigoyamafureaikenshusentakodomokoryuto,172014,,金沢市平等本町カ13番地１,石川県,金沢市,平等本町カ,13番地1,,36.51797256,136.7429247,398.4,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000475,金沢市戸室スポーツ広場,カナザワシトムロスポーツヒロバ,kanazawashitomurosupotsuhiroba,172014,,金沢市戸室新保ト35番地,石川県,金沢市,戸室新保ト,35番地,,36.54607544,136.7325575,194.1,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,,,,,,,
170003,CC0000000476,金沢市俵公民館,カナザワシタワラコウミンカン,kanazawashitawarakominkan,172014,,金沢市俵町ツ63番地２,石川県,金沢市,俵町ツ,63番地2,,36.53439134,136.725048,224.1,,172014,石川県,金沢市,,,,,1,1,,,1,,,,1,,,,,,
170003,CC0000000477,金沢市立医王山小学校,カナザワシリツイオウザンショウガッコウ,kanazawashiritsuiozanshogakko,172014,,金沢市二俣町サ21番地,石川県,金沢市,二俣町サ,21番地,,36.555475,136.7598309,117.8,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000478,金沢市立医王山中学校,カナザワシリツイオウザンチュウガッコウ,kanazawashiritsuiozanchugakko,172014,,金沢市二俣町サ21番地,石川県,金沢市,二俣町サ,21番地,,36.555661,136.7598188,117.8,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000479,金沢市医王山公民館,カナザワシイオウザンコウミンカン,kanazawashiiozankominkan,172014,,金沢市二俣町６の14番地９,石川県,金沢市,二俣町,6の14番地9,,36.56207208,136.7619483,86.8,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000480,金沢市立森本小学校,カナザワシリツモリモトショウガッコウ,kanazawashiritsumorimotoshogakko,172014,,金沢市南森本町イ24番地,石川県,金沢市,南森本町イ,24番地,,36.62277274,136.693158,4.5,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000481,石川県立金沢北陵高等学校,イシカワケンリツカナザワホクリョウコウトウガッコウ,ishikawakenritsukanazawahokuryokotogakko,172014,,金沢市吉原町ワ21番地,石川県,金沢市,吉原町ワ,21番地,,36.60731924,136.6927542,61,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000482,金沢市立森本中学校,カナザワシリツモリモトチュウガッコウ,kanazawashiritsumorimotochugakko,172014,,金沢市弥勒町ヨ22番地,石川県,金沢市,弥靭町ヨ,22番地,,36.61585074,136.6915604,5.1,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000483,金沢市森本公民館,カナザワシモリモトコウミンカン,kanazawashimorimotokominkan,172014,,金沢市南森本町チ103番地１,石川県,金沢市,南森本町チ,103番地1,,36.61666181,136.6933504,5.6,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000484,金沢市営森本市民体育館,カナザワシエイモリモトシミンタイイクカン,kanazawashieimorimotoshimintaiikukan,172014,,金沢市弥勒町ヨ50番地１,石川県,金沢市,弥靭町ヨ,50番地1,,36.61582909,136.6925308,5.7,,172014,石川県,金沢市,,,,,,1,,1,1,,,,1,,,,,,
170003,CC0000000485,吉原児童公園,ヨシハラジドウコウエン,yoshiharajidokoen,172014,,金沢市吉原町ヨ23番地,石川県,金沢市,吉原町ヨ,23番地,,36.60960263,136.6924796,9.1,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,,,,,,,
170003,CC0000000486,森本こどもグラウンド,モリモトコドモグラウンド,morimotokodomoguraundo,172014,,金沢市塚崎町ハ47番地１,石川県,金沢市,塚崎町ハ,47番地1,,36.61487437,136.6969503,8.1,,172014,石川県,金沢市,,,,,,1,,1,1,,,,,,,,,,
170003,CC0000000487,森本しちょうが丘公園,モリモトシチョウガオカコウエン,morimotoshichogaokakoen,172014,,金沢市南森本町ワ102番地ほか,石川県,金沢市,南森町ワ,102番地ほか,,36.61629121,136.6985278,6.6,,172014,石川県,金沢市,,,,,,1,,1,1,,,,,,,,,,
170003,CC0000000488,金沢市立花園小学校,カナザワシリツハナゾノショウガッコウ,kanazawashiritsuhanazonoshogakko,172014,,金沢市今町ヌ34番地,石川県,金沢市,今町ヌ,34番地,,36.63262249,136.7082292,5.1,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000489,旧金沢市立上平小学校,キュウカナザワシリツウエヒラショウガッコウ,kyukanazawashiritsuehirashogakko,172014,,金沢市上平町ハ25番地,石川県,金沢市,上平町ハ,25番地,,36.62775862,136.773865,94.4,,172014,石川県,金沢市,,,,,1,1,,,1,,,,1,,,,,,
170003,CC0000000490,旧金沢市立朝日小学校,キュウカナザワシリツアサヒショウガッコウ,kyukanazawashiritsuasahishogakko,172014,,金沢市加賀朝日町ホ33番地,石川県,金沢市,加賀朝日町ホ,33番地,,36.62268612,136.7556051,161.2,,172014,石川県,金沢市,,,,,1,1,,,1,,,,1,,,,,,
170003,CC0000000491,金沢市花園公民館,カナザワシハナゾノコウミンカン,kanazawashihanazonokominkan,172014,,金沢市今町チ41番地,石川県,金沢市,今町チ,41番地,,36.63347397,136.7076224,3,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000492,金沢市湖南公民館,カナザワシコナンコウミンカン,kanazawashikonankominkan,172014,,金沢市八田町東1459番地１,石川県,金沢市,八田町東,1459番地1,,36.63313925,136.6860875,1.1,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000493,石川県立金沢向陽高等学校,イシカワケンリツカナザワコウヨウコウトウガッコウ,ishikawakenritsukanazawakoyokotogakko,172014,,金沢市大場町東590番地,石川県,金沢市,大場町東,590番地,,36.62400924,136.687387,2.9,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000494,金沢競馬場,カナザワケイバジョウ,kanazawakeibajo,172014,,金沢市八田町西１番地,石川県,金沢市,八田町西,1番地,,36.63357139,136.6756981,1.1,,172014,石川県,金沢市,,,,,,1,,1,1,,,,,,,,,,
170003,CC0000000495,湖陽児童公園,コヨウジドウコウエン,koyojidokoen,172014,,金沢市湖陽１丁目133番地,石川県,金沢市,湖陽1丁目,133番地,,36.62589562,136.6881364,3.2,,172014,石川県,金沢市,,,,,,1,,1,1,,,,,,,,,,
170003,CC0000000496,湖陽緑道公園,コヨウリョクドウコウエン,koyoryokudokoen,172014,,金沢市湖陽１丁目79番地,石川県,金沢市,湖陽1丁目,79番地,,36.62741398,136.6885794,3.2,,172014,石川県,金沢市,,,,,,1,,1,1,,,,,,,,,,
170003,CC0000000497,北部公園,ホクブコウエン,hokubukoen,172014,,金沢市忠縄町,石川県,金沢市,忠縄町,,,36.62699714,136.6922515,3.8,,172014,石川県,金沢市,,,,,,1,,1,1,,,,,,,,,,
170003,CC0000000498,柳瀬川つつみ公園,ヤナセガワツツミコウエン,yanasegawatsutsumikoen,172014,,金沢市大場町西21番地１ほか,石川県,金沢市,大場町西,21番地1ほか,,36.63344999,136.6706282,1.9,,172014,石川県,金沢市,,,,,,1,,1,1,,,,,,,,,,
170003,CC0000000499,金沢市立不動寺小学校,カナザワシリツフドウジショウガッコウ,kanazawashiritsufudojishogakko,172014,,金沢市不動寺町イ33番地,石川県,金沢市,不動寺町イ,33番地,,36.60856275,136.7083715,15.9,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000500,金沢市薬師谷公民館,カナザワシヤクシダニコウイミンカン,kanazawashiyakushidanikoiminkan,172014,,金沢市不動寺町イ34番地１,石川県,金沢市,不動寺町イ,34番地1,,36.60805464,136.7086834,14.8,,172014,石川県,金沢市,,,,,1,1,,1,1,,,,1,,,,,,
170003,CC0000000501,河原市町みずほ中央公園,カワライチマチミズホチュウオウコウエン,kawaraichimachimizuhochuokoen,172014,,金沢市河原市町30番地,石川県,金沢市,河原市町,30番地,,36.60365103,136.710508,15.1,,172014,石川県,金沢市,,,,,,1,,1,1,,,,,,,,,,
170003,CC0000000502,金沢市立三谷小学校,カナザワシリツミタニショウガッコウ,kanazawashiritsumitanishogakko,172014,,金沢市宮野町ニ277番地,石川県,金沢市,宮野町ニ,277番地,,36.59600326,136.7365386,26.7,,172014,石川県,金沢市,,,,,,1,,1,1,,,,1,,,,,,
170003,CC0000000503,金沢市三谷公民館,カナザワシミタニコウミンカン,kanazawashimitanikominkan,172014,,金沢市宮野町ホ79番地,石川県,金沢市,宮野町ホ,79番地,,36.59676216,136.7372818,28.9,,172014,石川県,金沢市,,,,,,1,,1,1,,,,1,,,,,,
170003,CC0000000504,御祓地区コミュニティセンター,ミソギチクコミュニティセンター,misogichikukomyuniteisenta,172022,,石川県七尾市一本杉町１２４,石川県,七尾市,一本杉町,124番地,,37.04827939,136.9613864,2.7,,172022,石川県,七尾市,,,,,1,1,1,1,1,,1,,1,屋内191人／屋外0人(面積の1/2),,,,,
170003,CC0000000505,七尾中学校,ナナオチュウガッコウ,nanaochugakko,172022,,石川県七尾市藤橋町辰部５２－１,石川県,七尾市,藤橋町辰部,52番地1,,37.037932,136.958599,3.9,,172022,石川県,七尾市,,,,,1,1,1,1,1,1,1,,1,"屋内1,371人／屋外5,470人（面積の1/2）",,,,,
170003,CC0000000506,県立七尾高等学校,ケンリツナナオコウトウガッコウ,kenritsunanaokotogakko,172022,,石川県七尾市西藤橋町エ１－１,石川県,七尾市,西藤橋町エ,1番地1,,37.04249566,136.9589127,3.2,,172022,石川県,七尾市,,,,,1,1,1,1,1,1,1,,1,"屋内2,736人屋外11,700人（面積の1/2）",,,,,
170003,CC0000000507,県立七尾城北高等学校,ケンリツナナオジョウホクコウトウガッコウ,kenritsunanaojohokukotogakko,172022,,石川県七尾市西藤橋町エ１－１,石川県,七尾市,西藤橋町エ,1番地1,,37.04330706,136.9595551,3.2,0767-53-0821,172022,石川県,七尾市,,,,,1,1,1,1,1,,1,,1,屋内240人／屋外0人（面積の1/2）,,,,,
170003,CC0000000508,小丸山城址公園,コマルヤマシロアトコウエン,komaruyamashiroatokoen,172022,,石川県七尾市馬出町子１－１,石川県,七尾市,馬出町子,1番地1,,37.04627049,136.960134,16,0767-53-7705,172022,石川県,七尾市,,,,,1,1,1,1,1,1,1,,,"屋内0人／屋外9,700人(面積の1/2)",,,,,
170003,CC0000000509,県中能登総合事務所（駐車場）,ケンナカノトソウゴウジムショ（チュウシャジョウ）,kennakanotosogojimusho（chushajo）,172022,,石川県七尾市小島町ニ３３,石川県,七尾市,小島町ニ,33番地,,37.04829442,136.9585352,5,0767-52-3187,172022,石川県,七尾市,,,,,1,1,1,1,1,1,1,,,"屋内0人／屋外1,910人(面積の1/2)",,,,,
170003,CC0000000510,桜町児童公園,サクラマチジドウコウエン,sakuramachijidokoen,172022,,石川県七尾市桜町７９,石川県,七尾市,桜町,79番地,,37.05112177,136.9643406,1.5,0767-53-1897,172022,石川県,七尾市,,,,,1,1,,1,,1,1,,,屋内0人／屋外750人(面積の1/2),,,,,
170003,CC0000000511,七尾産業福祉センター（４F）,ナナオサンギョウフクシセンター（ヨンカイ）,nanaosangyofukushisenta（yonkai）,172022,,石川県七尾市三島町７０－１,石川県,七尾市,三島町,70番地1,,37.0439883,136.9514026,2,0767-53-8429,172022,石川県,七尾市,,,,,,,1,,1,,,,,"屋内1,956人／屋外0人(面積の1/2)",,,,,
170003,CC0000000512,恵寿総合病院（本館）（４F）,ケイジュソウゴウビョウイン（ホンカン）（ヨンカイ）,keijusogobyoin（honkan）（yonkai）,172022,,石川県七尾市富岡町９４,石川県,七尾市,富岡町,94番地,,37.050254,136.9615224,1,0767-52-6111,172022,石川県,七尾市,,,,,,,1,,1,,,,,"屋内1,028人／屋外0人(面積の1/2)",,,,,
170003,CC0000000513,ローレルハイツ恵寿（３F）,ローレルハイツメグミコトブキ（サンカイ）,roreruhaitsumegumikotobuki（sankai）,172022,,石川県七尾市富岡町９５,石川県,七尾市,富岡町,95番地,,37.0502448,136.9607959,2,0767-53-8429,172022,石川県,七尾市,,,,,,,1,,1,,,,,屋内879人／屋外0人(面積の1/2),,,,,
170003,CC0000000514,北陸電力株式会社,ホクリクデンリョクカブシキカイシャ ナナオシシャ（オクジョウ）,hokurikudenryokukabushikikaisha nanaoshisha（okujo）,172022,,石川県七尾市三島町６１－７,石川県,七尾市,三島町,61番地7,,37.0480759,136.9657265,1.1,0767-54-8888,172022,石川県,七尾市,,,,,,,1,,1,,,,,屋内604人／屋外0人(面積の1/1),,,,,
170003,CC0000000515,パトリア（４F）,パトリア（ヨンカイ）,patoria（yonkai）,172022,,石川県七尾市御祓町１,石川県,七尾市,御祓町,1番地,,37.0434525,136.9632565,7,0767-52-3211,172022,石川県,七尾市,,,,,,,1,,1,,,,,"屋内39,400人／屋外0人(面積の1/1)",,,,,
170003,CC0000000516,ミナ.クル（４F）,ミナ.クル（ヨンカイ）,mina.kuru（yonkai）,172022,,石川県七尾市神明町１,石川県,七尾市,神明町,1番地,,37.0432821,136.964514,6,0767-52-6014,172022,石川県,七尾市,,,,,,,1,,1,,,,,"屋内13,997人／屋外0人(面積の1/1)",,,,,
